Time	(21) BR S1i	(22) BR S2i	(23) BR S3i	(24) BR S4i	
5.9386	-0.05859485	-0.0423188	-0.06140516	-0.0776812	
5.9388	-0.05859584	-0.04231732	-0.06140416	-0.07768269	
5.939	-0.05859684	-0.04231583	-0.06140316	-0.07768418	
5.9392	-0.05859784	-0.04231434	-0.06140216	-0.07768567	
5.9394	-0.05859884	-0.04231285	-0.06140117	-0.07768715	
5.9396	-0.05859983	-0.04231136	-0.06140017	-0.07768863	
5.9398	-0.05860083	-0.04230988	-0.06139917	-0.07769012	
5.94	-0.05860182	-0.0423084	-0.06139818	-0.07769161	
5.9402	-0.05860281	-0.04230691	-0.06139718	-0.07769309	
5.9404	-0.05860381	-0.04230543	-0.06139619	-0.07769457	
5.9406	-0.0586048	-0.04230395	-0.0613952	-0.07769605	
5.9408	-0.05860579	-0.04230247	-0.06139421	-0.07769753	
5.941	-0.05860678	-0.04230099	-0.06139322	-0.07769901	
5.9412	-0.05860777	-0.04229951	-0.06139223	-0.07770049	
5.9414	-0.05860876	-0.04229803	-0.06139124	-0.07770196	
5.9416	-0.05860975	-0.04229656	-0.06139025	-0.07770345	
5.9418	-0.05861074	-0.04229508	-0.06138926	-0.07770491	
5.942	-0.05861173	-0.04229361	-0.06138827	-0.07770639	
5.9422	-0.05861272	-0.04229214	-0.06138728	-0.07770786	
5.9424	-0.0586137	-0.04229067	-0.0613863	-0.07770933	
5.9426	-0.05861469	-0.04228919	-0.06138531	-0.07771081	
5.9428	-0.05861567	-0.04228772	-0.06138433	-0.07771228	
5.943	-0.05861666	-0.04228626	-0.06138334	-0.07771374	
5.9432	-0.05861764	-0.04228479	-0.06138236	-0.07771521	
5.9434	-0.05861862	-0.04228332	-0.06138138	-0.07771668	
5.9436	-0.0586196	-0.04228185	-0.0613804	-0.07771815	
5.9438	-0.05862059	-0.04228039	-0.06137941	-0.07771961	
5.944	-0.05862157	-0.04227892	-0.06137843	-0.07772107	
5.9442	-0.05862255	-0.04227746	-0.06137745	-0.07772253	
5.9444	-0.05862353	-0.042276	-0.06137647	-0.077724	
5.9446	-0.05862451	-0.04227454	-0.06137549	-0.07772546	
5.9448	-0.05862548	-0.04227308	-0.06137452	-0.07772692	
5.945	-0.05862646	-0.04227162	-0.06137354	-0.07772838	
5.9452	-0.05862744	-0.04227016	-0.06137256	-0.07772984	
5.9454	-0.05862841	-0.0422687	-0.06137159	-0.0777313	
5.9456	-0.05862939	-0.04226725	-0.06137061	-0.07773275	
5.9458	-0.05863037	-0.04226579	-0.06136963	-0.07773421	
5.946	-0.05863134	-0.04226434	-0.06136866	-0.07773566	
5.9462	-0.05863231	-0.04226289	-0.06136769	-0.07773712	
5.9464	-0.05863329	-0.04226143	-0.06136671	-0.07773857	
5.9466	-0.05863426	-0.04225998	-0.06136574	-0.07774001	
5.9468	-0.05863523	-0.04225853	-0.06136477	-0.07774147	
5.947	-0.0586362	-0.04225708	-0.0613638	-0.07774292	
5.9472	-0.05863717	-0.04225564	-0.06136283	-0.07774436	
5.9474	-0.05863814	-0.04225419	-0.06136186	-0.07774581	
5.9476	-0.05863911	-0.04225274	-0.06136089	-0.07774726	
5.9478	-0.05864008	-0.0422513	-0.06135992	-0.0777487	
5.948	-0.05864105	-0.04224985	-0.06135895	-0.07775015	
5.9482	-0.05864201	-0.04224841	-0.06135799	-0.07775159	
5.9484	-0.05864298	-0.04224697	-0.06135702	-0.07775303	
5.9486	-0.05864394	-0.04224553	-0.06135606	-0.07775448	
5.9488	-0.05864491	-0.04224408	-0.06135509	-0.07775591	
5.949	-0.05864587	-0.04224265	-0.06135413	-0.07775735	
5.9492	-0.05864684	-0.04224121	-0.06135316	-0.07775879	
5.9494	-0.0586478	-0.04223977	-0.0613522	-0.07776023	
5.9496	-0.05864876	-0.04223834	-0.06135124	-0.07776166	
5.9498	-0.05864972	-0.0422369	-0.06135028	-0.0777631	
5.95	-0.05865068	-0.04223546	-0.06134931	-0.07776453	
5.9502	-0.05865164	-0.04223403	-0.06134836	-0.07776596	
5.9504	-0.0586526	-0.0422326	-0.0613474	-0.0777674	
5.9506	-0.05865356	-0.04223116	-0.06134644	-0.07776883	
5.9508	-0.05865452	-0.04222974	-0.06134548	-0.07777026	
5.951	-0.05865548	-0.04222831	-0.06134452	-0.07777169	
5.9512	-0.05865644	-0.04222688	-0.06134356	-0.07777312	
5.9514	-0.05865739	-0.04222545	-0.06134261	-0.07777455	
5.9516	-0.05865835	-0.04222402	-0.06134165	-0.07777598	
5.9518	-0.0586593	-0.0422226	-0.0613407	-0.0777774	
5.952	-0.05866025	-0.04222117	-0.06133974	-0.07777882	
5.9522	-0.05866121	-0.04221975	-0.06133879	-0.07778025	
5.9524	-0.05866216	-0.04221832	-0.06133784	-0.07778168	
5.9526	-0.05866311	-0.04221691	-0.06133689	-0.07778309	
5.9528	-0.05866407	-0.04221549	-0.06133593	-0.07778452	
5.953	-0.05866502	-0.04221406	-0.06133498	-0.07778594	
5.9532	-0.05866597	-0.04221265	-0.06133403	-0.07778735	
5.9534	-0.05866692	-0.04221123	-0.06133308	-0.07778877	
5.9536	-0.05866787	-0.04220981	-0.06133213	-0.07779019	
5.9538	-0.05866881	-0.0422084	-0.06133119	-0.0777916	
5.954	-0.05866976	-0.04220698	-0.06133024	-0.07779302	
5.9542	-0.05867071	-0.04220556	-0.06132929	-0.07779443	
5.9544	-0.05867166	-0.04220415	-0.06132834	-0.07779585	
5.9546	-0.0586726	-0.04220274	-0.0613274	-0.07779726	
5.9548	-0.05867355	-0.04220133	-0.06132645	-0.07779867	
5.955	-0.05867449	-0.04219992	-0.06132551	-0.07780008	
5.9552	-0.05867544	-0.04219851	-0.06132456	-0.07780149	
5.9554	-0.05867638	-0.0421971	-0.06132362	-0.0778029	
5.9556	-0.05867732	-0.0421957	-0.06132268	-0.0778043	
5.9558	-0.05867827	-0.04219429	-0.06132174	-0.07780571	
5.956	-0.0586792	-0.04219288	-0.06132079	-0.07780712	
5.9562	-0.05868014	-0.04219148	-0.06131985	-0.07780852	
5.9564	-0.05868109	-0.04219007	-0.06131892	-0.07780993	
5.9566	-0.05868202	-0.04218867	-0.06131797	-0.07781133	
5.9568	-0.05868296	-0.04218727	-0.06131704	-0.07781273	
5.957	-0.0586839	-0.04218587	-0.0613161	-0.07781413	
5.9572	-0.05868484	-0.04218447	-0.06131516	-0.07781553	
5.9574	-0.05868578	-0.04218307	-0.06131423	-0.07781693	
5.9576	-0.05868671	-0.04218167	-0.06131329	-0.07781833	
5.9578	-0.05868765	-0.04218027	-0.06131235	-0.07781973	
5.958	-0.05868858	-0.04217888	-0.06131142	-0.07782112	
5.9582	-0.05868952	-0.04217748	-0.06131049	-0.07782251	
5.9584	-0.05869045	-0.04217609	-0.06130955	-0.07782391	
5.9586	-0.05869138	-0.0421747	-0.06130862	-0.0778253	
5.9588	-0.05869231	-0.04217331	-0.06130768	-0.07782669	
5.959	-0.05869325	-0.04217191	-0.06130675	-0.07782809	
5.9592	-0.05869418	-0.04217052	-0.06130582	-0.07782947	
5.9594	-0.05869511	-0.04216914	-0.06130489	-0.07783087	
5.9596	-0.05869604	-0.04216775	-0.06130396	-0.07783225	
5.9598	-0.05869697	-0.04216636	-0.06130303	-0.07783364	
5.96	-0.05869789	-0.04216497	-0.06130211	-0.07783503	
5.9602	-0.05869882	-0.04216358	-0.06130118	-0.07783642	
5.9604	-0.05869975	-0.04216221	-0.06130025	-0.0778378	
5.9606	-0.05870068	-0.04216082	-0.06129932	-0.07783918	
5.9608	-0.0587016	-0.04215943	-0.0612984	-0.07784057	
5.961	-0.05870252	-0.04215806	-0.06129748	-0.07784194	
5.9612	-0.05870345	-0.04215667	-0.06129655	-0.07784332	
5.9614	-0.05870438	-0.04215529	-0.06129562	-0.07784471	
5.9616	-0.0587053	-0.04215392	-0.0612947	-0.07784608	
5.9618	-0.05870622	-0.04215254	-0.06129378	-0.07784747	
5.962	-0.05870714	-0.04215116	-0.06129286	-0.07784884	
5.9622	-0.05870806	-0.04214979	-0.06129194	-0.07785022	
5.9624	-0.05870898	-0.04214841	-0.06129102	-0.07785159	
5.9626	-0.0587099	-0.04214703	-0.06129009	-0.07785296	
5.9628	-0.05871082	-0.04214566	-0.06128918	-0.07785434	
5.963	-0.05871174	-0.04214429	-0.06128826	-0.07785571	
5.9632	-0.05871266	-0.04214292	-0.06128734	-0.07785708	
5.9634	-0.05871358	-0.04214155	-0.06128642	-0.07785845	
5.9636	-0.05871449	-0.04214018	-0.0612855	-0.07785982	
5.9638	-0.05871541	-0.04213881	-0.06128459	-0.07786119	
5.964	-0.05871633	-0.04213744	-0.06128367	-0.07786255	
5.9642	-0.05871724	-0.04213608	-0.06128276	-0.07786392	
5.9644	-0.05871816	-0.04213471	-0.06128184	-0.0778653	
5.9646	-0.05871907	-0.04213335	-0.06128093	-0.07786665	
5.9648	-0.05871999	-0.04213198	-0.06128002	-0.07786802	
5.965	-0.0587209	-0.04213062	-0.0612791	-0.07786939	
5.9652	-0.05872181	-0.04212926	-0.06127819	-0.07787074	
5.9654	-0.05872272	-0.0421279	-0.06127728	-0.0778721	
5.9656	-0.05872363	-0.04212653	-0.06127637	-0.07787347	
5.9658	-0.05872454	-0.04212518	-0.06127546	-0.07787482	
5.966	-0.05872545	-0.04212382	-0.06127455	-0.07787618	
5.9662	-0.05872636	-0.04212246	-0.06127364	-0.07787754	
5.9664	-0.05872726	-0.0421211	-0.06127274	-0.07787889	
5.9666	-0.05872817	-0.04211975	-0.06127183	-0.07788026	
5.9668	-0.05872908	-0.04211839	-0.06127092	-0.07788161	
5.967	-0.05872998	-0.04211704	-0.06127001	-0.07788296	
5.9672	-0.05873089	-0.04211568	-0.06126911	-0.07788432	
5.9674	-0.0587318	-0.04211433	-0.0612682	-0.07788566	
5.9676	-0.0587327	-0.04211298	-0.0612673	-0.07788701	
5.9678	-0.0587336	-0.04211163	-0.0612664	-0.07788837	
5.968	-0.05873451	-0.04211028	-0.06126549	-0.07788972	
5.9682	-0.05873541	-0.04210894	-0.06126459	-0.07789106	
5.9684	-0.05873631	-0.04210759	-0.06126369	-0.07789241	
5.9686	-0.05873721	-0.04210624	-0.06126279	-0.07789376	
5.9688	-0.05873811	-0.0421049	-0.06126189	-0.0778951	
5.969	-0.05873901	-0.04210355	-0.06126099	-0.07789645	
5.9692	-0.05873991	-0.04210221	-0.06126009	-0.07789779	
5.9694	-0.05874081	-0.04210087	-0.06125919	-0.07789914	
5.9696	-0.05874171	-0.04209952	-0.06125829	-0.07790048	
5.9698	-0.05874261	-0.04209818	-0.06125739	-0.07790182	
5.97	-0.0587435	-0.04209685	-0.0612565	-0.07790315	
5.9702	-0.0587444	-0.0420955	-0.0612556	-0.07790449	
5.9704	-0.05874529	-0.04209417	-0.0612547	-0.07790583	
5.9706	-0.05874619	-0.04209283	-0.06125381	-0.07790717	
5.9708	-0.05874708	-0.04209149	-0.06125291	-0.07790851	
5.971	-0.05874798	-0.04209016	-0.06125202	-0.07790984	
5.9712	-0.05874887	-0.04208883	-0.06125113	-0.07791118	
5.9714	-0.05874977	-0.04208749	-0.06125024	-0.07791251	
5.9716	-0.05875066	-0.04208616	-0.06124934	-0.07791384	
5.9718	-0.05875155	-0.04208483	-0.06124846	-0.07791517	
5.972	-0.05875244	-0.04208349	-0.06124756	-0.0779165	
5.9722	-0.05875333	-0.04208216	-0.06124667	-0.07791784	
5.9724	-0.05875422	-0.04208084	-0.06124578	-0.07791916	
5.9726	-0.05875511	-0.04207951	-0.06124489	-0.07792049	
5.9728	-0.05875599	-0.04207818	-0.061244	-0.07792182	
5.973	-0.05875688	-0.04207686	-0.06124312	-0.07792314	
5.9732	-0.05875777	-0.04207553	-0.06124223	-0.07792447	
5.9734	-0.05875866	-0.0420742	-0.06124134	-0.07792579	
5.9736	-0.05875954	-0.04207288	-0.06124046	-0.07792711	
5.9738	-0.05876043	-0.04207156	-0.06123957	-0.07792844	
5.974	-0.05876131	-0.04207024	-0.06123869	-0.07792976	
5.9742	-0.05876219	-0.04206892	-0.06123781	-0.07793108	
5.9744	-0.05876308	-0.0420676	-0.06123692	-0.0779324	
5.9746	-0.05876396	-0.04206628	-0.06123604	-0.07793372	
5.9748	-0.05876484	-0.04206496	-0.06123516	-0.07793504	
5.975	-0.05876572	-0.04206364	-0.06123428	-0.07793636	
5.9752	-0.05876661	-0.04206233	-0.06123339	-0.07793768	
5.9754	-0.05876748	-0.04206101	-0.06123251	-0.07793899	
5.9756	-0.05876837	-0.0420597	-0.06123164	-0.0779403	
5.9758	-0.05876924	-0.04205838	-0.06123076	-0.07794162	
5.976	-0.05877012	-0.04205707	-0.06122988	-0.07794293	
5.9762	-0.058771	-0.04205576	-0.061229	-0.07794424	
5.9764	-0.05877188	-0.04205445	-0.06122812	-0.07794555	
5.9766	-0.05877275	-0.04205314	-0.06122725	-0.07794686	
5.9768	-0.05877363	-0.04205183	-0.06122637	-0.07794817	
5.977	-0.0587745	-0.04205052	-0.06122549	-0.07794948	
5.9772	-0.05877538	-0.04204921	-0.06122462	-0.07795078	
5.9774	-0.05877625	-0.04204791	-0.06122375	-0.07795209	
5.9776	-0.05877713	-0.0420466	-0.06122287	-0.0779534	
5.9778	-0.058778	-0.0420453	-0.061222	-0.0779547	
5.978	-0.05877887	-0.042044	-0.06122113	-0.07795601	
5.9782	-0.05877975	-0.04204269	-0.06122025	-0.07795731	
5.9784	-0.05878061	-0.04204139	-0.06121939	-0.07795861	
5.9786	-0.05878149	-0.04204009	-0.06121852	-0.07795991	
5.9788	-0.05878236	-0.04203879	-0.06121764	-0.07796121	
5.979	-0.05878323	-0.04203749	-0.06121678	-0.07796251	
5.9792	-0.05878409	-0.04203619	-0.06121591	-0.07796381	
5.9794	-0.05878496	-0.04203489	-0.06121504	-0.07796511	
5.9796	-0.05878583	-0.0420336	-0.06121417	-0.0779664	
5.9798	-0.0587867	-0.0420323	-0.0612133	-0.0779677	
5.98	-0.05878757	-0.04203101	-0.06121244	-0.07796899	
5.9802	-0.05878843	-0.04202971	-0.06121157	-0.07797029	
5.9804	-0.05878929	-0.04202842	-0.06121071	-0.07797159	
5.9806	-0.05879016	-0.04202712	-0.06120984	-0.07797287	
5.9808	-0.05879102	-0.04202584	-0.06120898	-0.07797416	
5.981	-0.05879189	-0.04202455	-0.06120811	-0.07797545	
5.9812	-0.05879275	-0.04202325	-0.06120725	-0.07797675	
5.9814	-0.05879361	-0.04202197	-0.06120639	-0.07797803	
5.9816	-0.05879447	-0.04202068	-0.06120553	-0.07797932	
5.9818	-0.05879533	-0.04201939	-0.06120466	-0.07798061	
5.982	-0.05879619	-0.04201811	-0.06120381	-0.07798189	
5.9822	-0.05879705	-0.04201682	-0.06120295	-0.07798318	
5.9824	-0.05879791	-0.04201553	-0.06120209	-0.07798447	
5.9826	-0.05879877	-0.04201426	-0.06120123	-0.07798575	
5.9828	-0.05879963	-0.04201297	-0.06120037	-0.07798703	
5.983	-0.05880049	-0.04201169	-0.06119951	-0.07798831	
5.9832	-0.05880134	-0.04201041	-0.06119866	-0.07798959	
5.9834	-0.0588022	-0.04200913	-0.0611978	-0.07799087	
5.9836	-0.05880306	-0.04200785	-0.06119695	-0.07799215	
5.9838	-0.05880391	-0.04200657	-0.06119609	-0.07799343	
5.984	-0.05880477	-0.04200529	-0.06119524	-0.0779947	
5.9842	-0.05880562	-0.04200402	-0.06119438	-0.07799599	
5.9844	-0.05880647	-0.04200274	-0.06119353	-0.07799725	
5.9846	-0.05880732	-0.04200147	-0.06119268	-0.07799853	
5.9848	-0.05880818	-0.04200019	-0.06119182	-0.07799981	
5.985	-0.05880903	-0.04199892	-0.06119097	-0.07800107	
5.9852	-0.05880988	-0.04199765	-0.06119012	-0.07800235	
5.9854	-0.05881073	-0.04199638	-0.06118927	-0.07800362	
5.9856	-0.05881158	-0.04199511	-0.06118842	-0.07800489	
5.9858	-0.05881243	-0.04199384	-0.06118757	-0.07800616	
5.986	-0.05881328	-0.04199257	-0.06118672	-0.07800743	
5.9862	-0.05881412	-0.0419913	-0.06118588	-0.0780087	
5.9864	-0.05881497	-0.04199004	-0.06118503	-0.07800996	
5.9866	-0.05881582	-0.04198877	-0.06118418	-0.07801123	
5.9868	-0.05881666	-0.04198751	-0.06118334	-0.07801249	
5.987	-0.05881751	-0.04198624	-0.06118249	-0.07801376	
5.9872	-0.05881836	-0.04198498	-0.06118165	-0.07801502	
5.9874	-0.0588192	-0.04198372	-0.0611808	-0.07801628	
5.9876	-0.05882004	-0.04198246	-0.06117996	-0.07801755	
5.9878	-0.05882088	-0.04198119	-0.06117911	-0.07801881	
5.988	-0.05882173	-0.04197994	-0.06117827	-0.07802007	
5.9882	-0.05882257	-0.04197868	-0.06117743	-0.07802133	
5.9884	-0.05882341	-0.04197742	-0.06117659	-0.07802258	
5.9886	-0.05882425	-0.04197616	-0.06117575	-0.07802384	
5.9888	-0.05882509	-0.04197491	-0.06117491	-0.0780251	
5.989	-0.05882593	-0.04197365	-0.06117407	-0.07802635	
5.9892	-0.05882677	-0.0419724	-0.06117323	-0.07802761	
5.9894	-0.05882761	-0.04197114	-0.06117239	-0.07802886	
5.9896	-0.05882845	-0.04196989	-0.06117155	-0.07803011	
5.9898	-0.05882929	-0.04196864	-0.06117072	-0.07803136	
5.99	-0.05883012	-0.04196738	-0.06116988	-0.07803261	
5.9902	-0.05883096	-0.04196613	-0.06116904	-0.07803386	
5.9904	-0.05883179	-0.04196489	-0.06116821	-0.07803512	
5.9906	-0.05883263	-0.04196364	-0.06116737	-0.07803636	
5.9908	-0.05883346	-0.04196239	-0.06116654	-0.07803761	
5.991	-0.0588343	-0.04196114	-0.06116571	-0.07803886	
5.9912	-0.05883513	-0.0419599	-0.06116487	-0.0780401	
5.9914	-0.05883596	-0.04195865	-0.06116404	-0.07804135	
5.9916	-0.0588368	-0.04195741	-0.06116321	-0.07804259	
5.9918	-0.05883763	-0.04195616	-0.06116237	-0.07804383	
5.992	-0.05883846	-0.04195492	-0.06116154	-0.07804508	
5.9922	-0.05883929	-0.04195368	-0.06116071	-0.07804632	
5.9924	-0.05884012	-0.04195244	-0.06115988	-0.07804756	
5.9926	-0.05884095	-0.0419512	-0.06115905	-0.0780488	
5.9928	-0.05884178	-0.04194996	-0.06115822	-0.07805004	
5.993	-0.0588426	-0.04194872	-0.06115739	-0.07805128	
5.9932	-0.05884343	-0.04194748	-0.06115657	-0.07805252	
5.9934	-0.05884426	-0.04194625	-0.06115574	-0.07805375	
5.9936	-0.05884508	-0.04194501	-0.06115491	-0.07805499	
5.9938	-0.05884591	-0.04194377	-0.06115409	-0.07805622	
5.994	-0.05884673	-0.04194254	-0.06115326	-0.07805745	
5.9942	-0.05884756	-0.04194131	-0.06115244	-0.07805869	
5.9944	-0.05884838	-0.04194007	-0.06115161	-0.07805993	
5.9946	-0.05884921	-0.04193885	-0.06115079	-0.07806116	
5.9948	-0.05885003	-0.04193762	-0.06114997	-0.07806239	
5.995	-0.05885085	-0.04193638	-0.06114915	-0.07806361	
5.9952	-0.05885167	-0.04193516	-0.06114833	-0.07806484	
5.9954	-0.0588525	-0.04193393	-0.0611475	-0.07806607	
5.9956	-0.05885332	-0.0419327	-0.06114668	-0.0780673	
5.9958	-0.05885414	-0.04193148	-0.06114586	-0.07806852	
5.996	-0.05885496	-0.04193025	-0.06114504	-0.07806975	
5.9962	-0.05885578	-0.04192902	-0.06114422	-0.07807098	
5.9964	-0.0588566	-0.0419278	-0.06114341	-0.0780722	
5.9966	-0.05885741	-0.04192658	-0.06114259	-0.07807342	
5.9968	-0.05885823	-0.04192535	-0.06114177	-0.07807465	
5.997	-0.05885905	-0.04192413	-0.06114095	-0.07807586	
5.9972	-0.05885986	-0.04192291	-0.06114014	-0.07807709	
5.9974	-0.05886068	-0.04192169	-0.06113932	-0.07807831	
5.9976	-0.05886149	-0.04192048	-0.06113851	-0.07807952	
5.9978	-0.05886231	-0.04191926	-0.06113769	-0.07808074	
5.998	-0.05886312	-0.04191804	-0.06113688	-0.07808197	
5.9982	-0.05886393	-0.04191682	-0.06113607	-0.07808317	
5.9984	-0.05886475	-0.04191561	-0.06113525	-0.07808439	
5.9986	-0.05886556	-0.04191439	-0.06113444	-0.07808561	
5.9988	-0.05886637	-0.04191318	-0.06113363	-0.07808682	
5.999	-0.05886718	-0.04191197	-0.06113282	-0.07808804	
5.9992	-0.05886799	-0.04191075	-0.06113201	-0.07808924	
5.9994	-0.0588688	-0.04190955	-0.0611312	-0.07809046	
5.9996	-0.05886961	-0.04190833	-0.06113039	-0.07809167	
5.9998	-0.05887042	-0.04190712	-0.06112958	-0.07809288	
6	-0.05887123	-0.04190591	-0.06112877	-0.07809409	
6.0002	-0.05887204	-0.04190471	-0.06112796	-0.07809529	
6.0004	-0.05887285	-0.0419035	-0.06112716	-0.0780965	
6.0006	-0.05887365	-0.04190229	-0.06112635	-0.07809771	
6.0008	-0.05887445	-0.04190109	-0.06112554	-0.07809892	
6.001	-0.05887526	-0.04189988	-0.06112474	-0.07810012	
6.0012	-0.05887606	-0.04189868	-0.06112393	-0.07810132	
6.0014	-0.05887687	-0.04189748	-0.06112313	-0.07810252	
6.0016	-0.05887768	-0.04189627	-0.06112232	-0.07810373	
6.0018	-0.05887848	-0.04189507	-0.06112152	-0.07810493	
6.002	-0.05887928	-0.04189387	-0.06112072	-0.07810613	
6.0022	-0.05888008	-0.04189267	-0.06111992	-0.07810733	
6.0024	-0.05888088	-0.04189147	-0.06111912	-0.07810853	
6.0026	-0.05888169	-0.04189027	-0.06111832	-0.07810973	
6.0028	-0.05888249	-0.04188908	-0.06111751	-0.07811093	
6.003	-0.05888328	-0.04188788	-0.06111672	-0.07811212	
6.0032	-0.05888408	-0.04188668	-0.06111592	-0.07811332	
6.0034	-0.05888489	-0.04188549	-0.06111512	-0.07811451	
6.0036	-0.05888568	-0.0418843	-0.06111432	-0.0781157	
6.0038	-0.05888648	-0.0418831	-0.06111352	-0.07811689	
6.004	-0.05888728	-0.04188191	-0.06111272	-0.07811809	
6.0042	-0.05888807	-0.04188072	-0.06111193	-0.07811928	
6.0044	-0.05888887	-0.04187953	-0.06111113	-0.07812047	
6.0046	-0.05888966	-0.04187834	-0.06111034	-0.07812166	
6.0048	-0.05889046	-0.04187715	-0.06110954	-0.07812285	
6.005	-0.05889125	-0.04187596	-0.06110875	-0.07812404	
6.0052	-0.05889205	-0.04187477	-0.06110795	-0.07812522	
6.0054	-0.05889284	-0.04187359	-0.06110716	-0.07812641	
6.0056	-0.05889363	-0.0418724	-0.06110637	-0.0781276	
6.0058	-0.05889443	-0.04187122	-0.06110558	-0.07812878	
6.006	-0.05889522	-0.04187004	-0.06110479	-0.07812996	
6.0062	-0.05889601	-0.04186885	-0.06110399	-0.07813115	
6.0064	-0.0588968	-0.04186767	-0.0611032	-0.07813233	
6.0066	-0.05889758	-0.04186649	-0.06110241	-0.07813352	
6.0068	-0.05889837	-0.0418653	-0.06110162	-0.07813469	
6.007	-0.05889916	-0.04186412	-0.06110083	-0.07813588	
6.0072	-0.05889995	-0.04186295	-0.06110005	-0.07813706	
6.0074	-0.05890074	-0.04186177	-0.06109926	-0.07813823	
6.0076	-0.05890153	-0.04186059	-0.06109847	-0.07813941	
6.0078	-0.05890231	-0.04185941	-0.06109769	-0.07814059	
6.008	-0.0589031	-0.04185824	-0.0610969	-0.07814176	
6.0082	-0.05890389	-0.04185706	-0.06109611	-0.07814294	
6.0084	-0.05890467	-0.04185589	-0.06109533	-0.07814411	
6.0086	-0.05890546	-0.04185471	-0.06109454	-0.07814529	
6.0088	-0.05890624	-0.04185354	-0.06109376	-0.07814646	
6.009	-0.05890702	-0.04185237	-0.06109298	-0.07814763	
6.0092	-0.05890781	-0.0418512	-0.06109219	-0.0781488	
6.0094	-0.05890859	-0.04185003	-0.06109141	-0.07814997	
6.0096	-0.05890937	-0.04184886	-0.06109063	-0.07815114	
6.0098	-0.05891015	-0.04184769	-0.06108985	-0.07815231	
6.01	-0.05891093	-0.04184652	-0.06108907	-0.07815348	
6.0102	-0.05891171	-0.04184536	-0.06108829	-0.07815465	
6.0104	-0.05891249	-0.04184419	-0.06108751	-0.07815581	
6.0106	-0.05891327	-0.04184302	-0.06108673	-0.07815698	
6.0108	-0.05891405	-0.04184186	-0.06108595	-0.07815814	
6.011	-0.05891483	-0.04184069	-0.06108518	-0.0781593	
6.0112	-0.0589156	-0.04183953	-0.0610844	-0.07816047	
6.0114	-0.05891638	-0.04183837	-0.06108362	-0.07816163	
6.0116	-0.05891716	-0.04183721	-0.06108284	-0.07816279	
6.0118	-0.05891793	-0.04183605	-0.06108207	-0.07816395	
6.012	-0.05891871	-0.04183489	-0.06108129	-0.07816511	
6.0122	-0.05891948	-0.04183373	-0.06108052	-0.07816627	
6.0124	-0.05892026	-0.04183257	-0.06107974	-0.07816743	
6.0126	-0.05892103	-0.04183142	-0.06107897	-0.07816859	
6.0128	-0.0589218	-0.04183026	-0.0610782	-0.07816974	
6.013	-0.05892257	-0.0418291	-0.06107743	-0.0781709	
6.0132	-0.05892335	-0.04182795	-0.06107666	-0.07817205	
6.0134	-0.05892412	-0.04182679	-0.06107588	-0.07817321	
6.0136	-0.05892489	-0.04182564	-0.06107511	-0.07817436	
6.0138	-0.05892566	-0.04182449	-0.06107434	-0.07817551	
6.014	-0.05892643	-0.04182333	-0.06107357	-0.07817666	
6.0142	-0.0589272	-0.04182218	-0.0610728	-0.07817782	
6.0144	-0.05892796	-0.04182103	-0.06107204	-0.07817896	
6.0146	-0.05892874	-0.04181989	-0.06107127	-0.07818012	
6.0148	-0.0589295	-0.04181873	-0.0610705	-0.07818127	
6.015	-0.05893027	-0.04181759	-0.06106973	-0.07818241	
6.0152	-0.05893103	-0.04181644	-0.06106896	-0.07818356	
6.0154	-0.0589318	-0.04181529	-0.0610682	-0.07818471	
6.0156	-0.05893257	-0.04181415	-0.06106744	-0.07818585	
6.0158	-0.05893333	-0.041813	-0.06106667	-0.078187	
6.016	-0.0589341	-0.04181186	-0.0610659	-0.07818814	
6.0162	-0.05893486	-0.04181072	-0.06106514	-0.07818928	
6.0164	-0.05893562	-0.04180957	-0.06106438	-0.07819042	
6.0166	-0.05893639	-0.04180843	-0.06106361	-0.07819157	
6.0168	-0.05893715	-0.04180729	-0.06106285	-0.0781927	
6.017	-0.05893791	-0.04180615	-0.06106209	-0.07819385	
6.0172	-0.05893867	-0.04180501	-0.06106133	-0.07819499	
6.0174	-0.05893943	-0.04180388	-0.06106057	-0.07819612	
6.0176	-0.05894019	-0.04180274	-0.06105981	-0.07819726	
6.0178	-0.05894095	-0.0418016	-0.06105905	-0.0781984	
6.018	-0.05894171	-0.04180047	-0.06105829	-0.07819954	
6.0182	-0.05894247	-0.04179933	-0.06105753	-0.07820067	
6.0184	-0.05894323	-0.04179819	-0.06105677	-0.07820181	
6.0186	-0.05894398	-0.04179706	-0.06105602	-0.07820294	
6.0188	-0.05894474	-0.04179593	-0.06105526	-0.07820407	
6.019	-0.0589455	-0.0417948	-0.0610545	-0.07820521	
6.0192	-0.05894625	-0.04179367	-0.06105375	-0.07820633	
6.0194	-0.05894701	-0.04179253	-0.06105299	-0.07820746	
6.0196	-0.05894776	-0.0417914	-0.06105224	-0.0782086	
6.0198	-0.05894852	-0.04179028	-0.06105148	-0.07820972	
6.02	-0.05894927	-0.04178915	-0.06105073	-0.07821085	
6.0202	-0.05895003	-0.04178802	-0.06104998	-0.07821198	
6.0204	-0.05895078	-0.04178689	-0.06104922	-0.0782131	
6.0206	-0.05895153	-0.04178577	-0.06104847	-0.07821424	
6.0208	-0.05895228	-0.04178464	-0.06104772	-0.07821536	
6.021	-0.05895303	-0.04178352	-0.06104697	-0.07821648	
