Time	Back_Left_Ankle	Back_Left_Hip_Joint	Back_Left_Knee_Joint	
0.2934	0.2229403	-0.7727741	0.005661187	
0.294	0.2236063	-0.7828909	0.005296981	
0.2946	0.2242655	-0.7931123	0.004936361	
0.2952	0.2249181	-0.8034391	0.004579245	
0.2958	0.2255641	-0.8138716	0.004225518	
0.2964	0.226204	-0.8244103	0.003875024	
0.297	0.2268381	-0.8350555	0.003527531	
0.2976	0.2274671	-0.8458075	0.003182687	
0.2982	0.228092	-0.8566662	0.002839945	
0.2988	0.2287143	-0.8676316	0.002498508	
0.2994	0.2293359	-0.8787029	0.002157258	
0.3	0.2299595	-0.8898796	0.001814789	
0.3006	0.2305879	-0.9011604	0.00146951	
0.3012	0.2312242	-0.9125438	0.001119831	
0.3018	0.2318708	-0.9240285	0.0007643331	
0.3024	0.2325299	-0.9356128	0.0004018841	
0.303	0.233203	-0.9472952	3.166534E-05	
0.3036	0.233891	-0.9590742	-0.0003468321	
0.3042	0.2341099	-0.9737059	0.004340485	
0.3048	0.234267	-0.9878122	0.007860951	
0.3054	0.2344237	-1.001382	0.01019901	
0.306	0.2345794	-1.014379	0.01129702	
0.3066	0.2347836	-1.026827	0.0111891	
0.3072	0.2353898	-1.039273	0.01085574	
0.3078	0.236136	-1.051767	0.01044543	
0.3084	0.2369274	-1.064332	0.01001014	
0.309	0.2377384	-1.076973	0.009563919	
0.3096	0.2385623	-1.089693	0.009110522	
0.3102	0.2393973	-1.102493	0.008650914	
0.3108	0.2402429	-1.115373	0.008185319	
0.3114	0.2410992	-1.128334	0.007713771	
0.312	0.241966	-1.141376	0.007236258	
0.3126	0.2428435	-1.154497	0.006752762	
0.3132	0.2437317	-1.167698	0.006263271	
0.3138	0.2446305	-1.180978	0.005767777	
0.3144	0.24554	-1.194336	0.005266278	
0.315	0.2464602	-1.207772	0.004758774	
0.3156	0.247391	-1.221285	0.004245272	
0.3162	0.2483324	-1.234875	0.003725777	
0.3168	0.2492819	-1.248541	0.003201708	
0.3174	0.2502384	-1.262282	0.002673599	
